name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
Décor Canal House,278.86,1,4.0,9.2,233.0,Standard Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/studio-amsterdam-city-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=488&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=128852702_404854453_0_0_0_345326&highlighted_blocks=128852702_404854453_0_0_0_345326&matching_block_id=128852702_404854453_0_0_0_345326&sr_pri_blocks=128852702_404854453_0_0_0_345326_195240&from=searchresults,"Prinsengracht 230, Amsterdam City Centre, 1016 HE Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Prinsengracht 230, 1016 HE Amsterdam, Netherlands",52.3724816,4.8825517
Hotel Tamara,111.43,1,1.0,6.0,891.0,Twin Room with Shared Bathroom,Amsterdam City Centre,250.0,https://www.booking.com/hotel/nl/tamara-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=489&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=175571903_417696191_0_0_0&highlighted_blocks=175571903_417696191_0_0_0&matching_block_id=175571903_417696191_0_0_0&sr_pri_blocks=175571903_417696191_0_0_0__78028&from=searchresults,"nieuwezijds voorburgwal 144, Amsterdam City Centre, 1012 SJ Amsterdam, Netherlands
location — rated 9.1/10!",booking,"nieuwezijds voorburgwal 144, 1012 SJ Amsterdam, Netherlands",52.3748558,4.8914092
Hotel Isis,97.71,1,3.0,7.2,1212.0,Twin Room - Disability Access,Amsterdam Noord,1.9,https://www.booking.com/hotel/nl/isis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=490&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=43957005_89020182_0_0_0&highlighted_blocks=43957005_89020182_0_0_0&matching_block_id=43957005_89020182_0_0_0&sr_pri_blocks=43957005_89020182_0_0_0__68367&from=searchresults,"Spreeuwenpark 17, Amsterdam Noord, 1021 GS Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Spreeuwenpark 17, 1021 GS Amsterdam, Netherlands",52.3842302,4.9134102
Modern Canal House Loft - City Center,221.0,1,3.0,7.7,95.0,Deluxe King Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/modern-canal-house-loft-city-center.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=491&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=819296402_344561230_0_0_0&highlighted_blocks=819296402_344561230_0_0_0&matching_block_id=819296402_344561230_0_0_0&sr_pri_blocks=819296402_344561230_0_0_0__154717&from=searchresults,"189 Bloemstraat 2, Amsterdam City Centre, 1016 LA Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"189 Bloemstraat 2, 1016 LA Amsterdam, Netherlands",,
Plantage Garden Apartments,668.86,1,3.0,7.4,537.0,Deluxe Double Studio,Amsterdam City Centre,1.4,https://www.booking.com/hotel/nl/little-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=492&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=128528902_88533940_0_0_0&highlighted_blocks=128528902_88533940_0_0_0&matching_block_id=128528902_88533940_0_0_0&sr_pri_blocks=128528902_88533940_0_0_0__468165&from=searchresults,"Plantage Muidergracht 35, Amsterdam City Centre, 1018 TL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Plantage Muidergracht 35, 1018 TL Amsterdam, Netherlands",52.3661827,4.9101663
The Green Tunnel,238.57,1,4.0,9.1,65.0,Two Bedroom Apartment,IJburg,6.9,https://www.booking.com/hotel/nl/de-groene-tunnel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=493&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=48507701_338274187_4_0_0&highlighted_blocks=48507701_338274187_4_0_0&matching_block_id=48507701_338274187_4_0_0&sr_pri_blocks=48507701_338274187_4_0_0__166960&from=searchresults,"Zwanebloemlaan 21, 1087 CD Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Zwanebloemlaan 21, 1087 CD Amsterdam, Netherlands",52.3562144,4.9914343
't Hotel,256.86,1,3.0,9.1,806.0,Double or Twin Room,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/t.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=494&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=25654701_88531900_2_1_0&highlighted_blocks=25654701_88531900_2_1_0&matching_block_id=25654701_88531900_2_1_0&sr_pri_blocks=25654701_88531900_2_1_0__179798&from=searchresults,"Leliegracht 18, Amsterdam City Centre, 1015 DE Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Leliegracht 18, 1015 DE Amsterdam, Netherlands",52.3751614,4.8871471
Dam Hotel,108.14,1,2.0,6.4,2434.0,Small Double Room Without window With Private Bathroom,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/dam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=495&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=32588321_93731939_0_0_0&highlighted_blocks=32588321_93731939_0_0_0&matching_block_id=32588321_93731939_0_0_0&sr_pri_blocks=32588321_93731939_0_0_0__75742&from=searchresults,"Damrak 31, Amsterdam City Centre, 1012 LJ Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Damrak 31, 1012 LJ Amsterdam, Netherlands",52.3761088,4.8966233
Rust B&B,170.0,1,4.0,9.5,90.0,Double Room with Private Bathroom,Amsterdam City Centre,200.0,https://www.booking.com/hotel/nl/rust-b-amp-b.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=496&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=144462901_87202807_2_2_0&highlighted_blocks=144462901_87202807_2_2_0&matching_block_id=144462901_87202807_2_2_0&sr_pri_blocks=144462901_87202807_2_2_0__119025&from=searchresults,"Pieter Jacobszstraat 23, Amsterdam City Centre, 1012 HL Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Pieter Jacobszstraat 23, 1012 HL Amsterdam, Netherlands",52.3716879,4.8948216
Marbles Inn,153.14,1,3.0,9.2,307.0,King Room,IJburg,7.3,https://www.booking.com/hotel/nl/marbles-inn.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=497&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=206719705_119762827_2_1_0&highlighted_blocks=206719705_119762827_2_1_0&matching_block_id=206719705_119762827_2_1_0&sr_pri_blocks=206719705_119762827_2_1_0__107163&from=searchresults,"849 Maria Austriastraat, 1087 GZ Amsterdam, Netherlands
location — rated 9.1/10!",booking,"849 Maria Austriastraat, 1087 GZ Amsterdam, Netherlands",52.3557577,4.997354
Vondelpark Suite,188.14,1,4.0,8.3,121.0,Deluxe Room,Oud Zuid,2.7,https://www.booking.com/hotel/nl/cozy-private-room-next-to-vondelpark.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=498&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=319173601_333476873_0_0_0&highlighted_blocks=319173601_333476873_0_0_0&matching_block_id=319173601_333476873_0_0_0&sr_pri_blocks=319173601_333476873_0_0_0__131711&from=searchresults,"Koninginneweg 53B , Oud Zuid, 1075 CH Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Koninginneweg 53B , 1075 CH Amsterdam, Netherlands",52.3541982,4.8674648
Amsterdam Centre Harbour Apartments,284.57,1,3.0,7.8,1157.0,Large 1 Bedroom Apartment with Sofa Bed,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/prince-hendrik-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=499&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=17100302_390622919_2_0_0_700782&highlighted_blocks=17100302_390622919_2_0_0_700782&matching_block_id=17100302_390622919_2_0_0_700782&sr_pri_blocks=17100302_390622919_2_0_0_700782_199200&from=searchresults,"Different locations along Prins Hendrikkade, Amsterdam City Centre, 1011 TC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Different locations along Prins Hendrikkade, 1011 TC Amsterdam, Netherlands",,
Hotel La Belle Vue,99.0,1,,5.6,1302.0,Budget Double Room Without view,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/boutique-la-belle-vue.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=500&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=135807517_143860377_0_0_0&highlighted_blocks=135807517_143860377_0_0_0&matching_block_id=135807517_143860377_0_0_0&sr_pri_blocks=135807517_143860377_0_0_0__69333&from=searchresults,"Raadhuisstraat 31, Amsterdam City Centre, 1016 DC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Raadhuisstraat 31, 1016 DC Amsterdam, Netherlands",52.3733963,4.8863006
"Chic Rembrandt Flat near Bars, Cafés, Museums",361.57,1,3.0,8.0,8.0,Superior Apartment,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/the-rembrandt-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=501&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=1442082501_415996663_3_0_0&highlighted_blocks=1442082501_415996663_3_0_0&matching_block_id=1442082501_415996663_3_0_0&sr_pri_blocks=1442082501_415996663_3_0_0__253090&from=searchresults,"Reguliersbreestraat 44, Amsterdam City Centre, 1017 CN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Reguliersbreestraat 44, 1017 CN Amsterdam, Netherlands",52.3662983,4.895425
Luxury Flower Market Apartment,327.86,1,4.0,9.4,89.0,Apartment - Ground Floor,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/luxury-flower-market-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=502&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=183392902_91663160_2_0_0&highlighted_blocks=183392902_91663160_2_0_0&matching_block_id=183392902_91663160_2_0_0&sr_pri_blocks=183392902_91663160_2_0_0__229455&from=searchresults,"Sint Jorisstraat 30, Amsterdam City Centre, 1017 BC Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Sint Jorisstraat 30, 1017 BC Amsterdam, Netherlands",52.3666366,4.8903558
"City Farmers Lodge, a Guesthouse with a skyline view in Rural Amsterdam",149.71,1,4.0,9.6,99.0,Two-Bedroom Chalet,Amsterdam Noord,7.5,https://www.booking.com/hotel/nl/city-farmers-kavel-22-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=503&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=1016395901_399639548_2_2_0&highlighted_blocks=1016395901_399639548_2_2_0&matching_block_id=1016395901_399639548_2_2_0&sr_pri_blocks=1016395901_399639548_2_2_0__104780&from=searchresults,"45 Middenweg Broekermeer, Amsterdam Noord, 1027 GB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"45 Middenweg Broekermeer, 1027 GB Amsterdam, Netherlands",52.4218662,4.9671063
The Island Houseboat,283.86,1,,9.1,28.0,Two-Bedroom Apartment with Lake View,Zeeburg,4.4,https://www.booking.com/hotel/nl/the-island-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=504&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=166820002_413563810_2_0_0&highlighted_blocks=166820002_413563810_2_0_0&matching_block_id=166820002_413563810_2_0_0&sr_pri_blocks=166820002_413563810_2_0_0__198692&from=searchresults,"Zuider IJdijk 126, Zeeburg, 1095 KN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Zuider IJdijk 126, 1095 KN Amsterdam, Netherlands",52.367774,4.9583432
Lightship Amsterdam,406.29,1,,9.5,228.0,Deluxe King Suite,Amsterdam Noord,2.5,https://www.booking.com/hotel/nl/lightship-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=505&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=583686202_339828626_0_1_0&highlighted_blocks=583686202_339828626_0_1_0&matching_block_id=583686202_339828626_0_1_0&sr_pri_blocks=583686202_339828626_0_1_0__284410&from=searchresults,"Mariadistelkade 6, Amsterdam Noord, 1031 JW Amsterdam, Netherlands
location — rated 9/10!",booking,"Mariadistelkade 6, 1031 JW Amsterdam, Netherlands",52.3935541,4.906897
Attic Monkeys Lodge,406.0,1,3.0,8.9,71.0,Quadruple Room with Balcony,Amsterdam City Centre,0.5,https://www.booking.com/hotel/nl/attic-monkeys-lodge.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=506&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=283726801_107669808_0_0_0&highlighted_blocks=283726801_107669808_0_0_0&matching_block_id=283726801_107669808_0_0_0&sr_pri_blocks=283726801_107669808_0_0_0__284243&from=searchresults,"Korsjespoortsteeg 22, Amsterdam City Centre, 1015 AR Amsterdam, Netherlands
location — rated 9.9/10!",booking,"Korsjespoortsteeg 22, 1015 AR Amsterdam, Netherlands",52.3774879,4.8910421
YAYS Amsterdam North by Numa,175.86,1,4.0,8.1,635.0,1 Bedroom Apartment with Balcony and Sofa Bed,Amsterdam Noord,2.7,https://www.booking.com/hotel/nl/ndsm-serviced-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=507&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=202730101_390771744_2_0_0_700778&highlighted_blocks=202730101_390771744_2_0_0_700778&matching_block_id=202730101_390771744_2_0_0_700778&sr_pri_blocks=202730101_390771744_2_0_0_700778_123123&from=searchresults,"Ridderspoorweg 173, Amsterdam Noord, 1032 LL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Ridderspoorweg 173, 1032 LL Amsterdam, Netherlands",52.3959486,4.9044604
Canal view suite,262.71,1,4.0,8.4,138.0,Deluxe King Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/canal-view-suite.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=508&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=423823901_128461205_0_0_0&highlighted_blocks=423823901_128461205_0_0_0&matching_block_id=423823901_128461205_0_0_0&sr_pri_blocks=423823901_128461205_0_0_0__183899&from=searchresults,"Singel 9, Amsterdam City Centre, 1012 VC Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Singel 9, 1012 VC Amsterdam, Netherlands",,
Studio's in the Center of Amsterdam with Canal View!,154.0,1,3.0,7.0,6.0,Double Room with Private Bathroom,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/cozy-private-studio-in-the-center-of-amsterdam-with-canal-view.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=509&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=1115676802_384459553_0_0_0&highlighted_blocks=1115676802_384459553_0_0_0&matching_block_id=1115676802_384459553_0_0_0&sr_pri_blocks=1115676802_384459553_0_0_0__107845&from=searchresults,"Oudezijds Achterburgwal 122-1, Amsterdam City Centre, 1012 DT Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Oudezijds Achterburgwal 122-1, 1012 DT Amsterdam, Netherlands",52.3722474,4.8974149
Great Bed and Breakfast Amsterdam,240.43,1,4.0,9.2,77.0,Double Room with Private Bathroom,Oud-West,1.5,https://www.booking.com/hotel/nl/great-apartment-close-to-centre-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=510&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682471&all_sr_blocks=77316101_329752263_0_0_0&highlighted_blocks=77316101_329752263_0_0_0&matching_block_id=77316101_329752263_0_0_0&sr_pri_blocks=77316101_329752263_0_0_0__168252&from=searchresults,"Jacob Van Lennepkade 54-2, Oud-West, 1053 ML Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Jacob Van Lennepkade 54-2, Oud-West, 1053 ML Amsterdam, Netherlands",52.3658552,4.8737805
